"location_code","year","cause_name","metric","age","sex_name","mean"
"CIV",1997,"Malaria","deaths","All Ages","Female",12253.6
"CIV",1998,"Tuberculosis","deaths","All Ages","Male",4412.3
"CIV",1998,"Tuberculosis","deaths","All Ages","Female",2178.1
"CIV",1998,"HIV/AIDS","deaths","All Ages","Male",17022.1
"CIV",1998,"HIV/AIDS","deaths","All Ages","Female",10505
"CIV",1998,"Diarrheal diseases","deaths","All Ages","Male",7797.2
"CIV",1998,"Diarrheal diseases","deaths","All Ages","Female",6034.1
"CIV",1998,"Lower respiratory infections","deaths","All Ages","Male",13089.9
"CIV",1998,"Lower respiratory infections","deaths","All Ages","Female",9670.7
"CIV",1998,"Malaria","deaths","All Ages","Male",14286.6
"CIV",1998,"Malaria","deaths","All Ages","Female",12472.7
"CIV",1999,"Tuberculosis","deaths","All Ages","Male",4434.1
"CIV",1999,"Tuberculosis","deaths","All Ages","Female",2197.9
"CIV",1999,"HIV/AIDS","deaths","All Ages","Male",18994.2
"CIV",1999,"HIV/AIDS","deaths","All Ages","Female",12411.9
"CIV",1999,"Diarrheal diseases","deaths","All Ages","Male",7007.2
"CIV",1999,"Diarrheal diseases","deaths","All Ages","Female",5484.2
"CIV",1999,"Lower respiratory infections","deaths","All Ages","Male",13144.7
"CIV",1999,"Lower respiratory infections","deaths","All Ages","Female",9545.5
"CIV",1999,"Malaria","deaths","All Ages","Male",14622.9
"CIV",1999,"Malaria","deaths","All Ages","Female",12775.6
"CIV",2000,"Tuberculosis","deaths","All Ages","Male",4429.6
"CIV",2000,"Tuberculosis","deaths","All Ages","Female",2183.1
"CIV",2000,"HIV/AIDS","deaths","All Ages","Male",20743.4
"CIV",2000,"HIV/AIDS","deaths","All Ages","Female",14164.4
"CIV",2000,"Diarrheal diseases","deaths","All Ages","Male",6331
"CIV",2000,"Diarrheal diseases","deaths","All Ages","Female",4982.2
"CIV",2000,"Lower respiratory infections","deaths","All Ages","Male",12939.4
"CIV",2000,"Lower respiratory infections","deaths","All Ages","Female",9314.6
"CIV",2000,"Malaria","deaths","All Ages","Male",15164
"CIV",2000,"Malaria","deaths","All Ages","Female",13291.4
"CIV",2001,"Tuberculosis","deaths","All Ages","Male",4451.3
"CIV",2001,"Tuberculosis","deaths","All Ages","Female",2199.1
"CIV",2001,"HIV/AIDS","deaths","All Ages","Male",22233.7
"CIV",2001,"HIV/AIDS","deaths","All Ages","Female",15679.7
"CIV",2001,"Diarrheal diseases","deaths","All Ages","Male",5817.6
"CIV",2001,"Diarrheal diseases","deaths","All Ages","Female",4627.7
"CIV",2001,"Lower respiratory infections","deaths","All Ages","Male",12672.9
"CIV",2001,"Lower respiratory infections","deaths","All Ages","Female",9123.6
"CIV",2001,"Malaria","deaths","All Ages","Male",15672.8
"CIV",2001,"Malaria","deaths","All Ages","Female",13726.4
"CIV",2002,"Tuberculosis","deaths","All Ages","Male",4383.6
"CIV",2002,"Tuberculosis","deaths","All Ages","Female",2180.7
"CIV",2002,"HIV/AIDS","deaths","All Ages","Male",23248.9
"CIV",2002,"HIV/AIDS","deaths","All Ages","Female",16885.3
"CIV",2002,"Diarrheal diseases","deaths","All Ages","Male",5338.6
"CIV",2002,"Diarrheal diseases","deaths","All Ages","Female",4252.7
"CIV",2002,"Lower respiratory infections","deaths","All Ages","Male",12356.8
"CIV",2002,"Lower respiratory infections","deaths","All Ages","Female",8878.5
"CIV",2002,"Malaria","deaths","All Ages","Male",16117.8
"CIV",2002,"Malaria","deaths","All Ages","Female",14039.1
"CIV",2003,"Tuberculosis","deaths","All Ages","Male",4359.9
"CIV",2003,"Tuberculosis","deaths","All Ages","Female",2187.1
"CIV",2003,"HIV/AIDS","deaths","All Ages","Male",23894.1
"CIV",2003,"HIV/AIDS","deaths","All Ages","Female",17867
"CIV",2003,"Diarrheal diseases","deaths","All Ages","Male",4870.7
"CIV",2003,"Diarrheal diseases","deaths","All Ages","Female",3886.4
"CIV",2003,"Lower respiratory infections","deaths","All Ages","Male",12164.5
"CIV",2003,"Lower respiratory infections","deaths","All Ages","Female",8647.7
"CIV",2003,"Malaria","deaths","All Ages","Male",16475.1
"CIV",2003,"Malaria","deaths","All Ages","Female",14277.6
"CIV",2004,"Tuberculosis","deaths","All Ages","Male",4274.6
"CIV",2004,"Tuberculosis","deaths","All Ages","Female",2177.6
"CIV",2004,"HIV/AIDS","deaths","All Ages","Male",24120
"CIV",2004,"HIV/AIDS","deaths","All Ages","Female",18419.2
"CIV",2004,"Diarrheal diseases","deaths","All Ages","Male",4926.1
"CIV",2004,"Diarrheal diseases","deaths","All Ages","Female",3938.1
"CIV",2004,"Lower respiratory infections","deaths","All Ages","Male",11710.5
"CIV",2004,"Lower respiratory infections","deaths","All Ages","Female",8427.3
"CIV",2004,"Malaria","deaths","All Ages","Male",16777
"CIV",2004,"Malaria","deaths","All Ages","Female",14430.4
"CIV",2005,"Tuberculosis","deaths","All Ages","Male",4263.3
"CIV",2005,"Tuberculosis","deaths","All Ages","Female",2187.9
"CIV",2005,"HIV/AIDS","deaths","All Ages","Male",23783.1
"CIV",2005,"HIV/AIDS","deaths","All Ages","Female",18474.1
"CIV",2005,"Diarrheal diseases","deaths","All Ages","Male",4964.7
"CIV",2005,"Diarrheal diseases","deaths","All Ages","Female",3953.8
"CIV",2005,"Lower respiratory infections","deaths","All Ages","Male",11395.5
"CIV",2005,"Lower respiratory infections","deaths","All Ages","Female",8216
"CIV",2005,"Malaria","deaths","All Ages","Male",16705.2
"CIV",2005,"Malaria","deaths","All Ages","Female",14315.6
"CIV",2006,"Tuberculosis","deaths","All Ages","Male",4212.9
"CIV",2006,"Tuberculosis","deaths","All Ages","Female",2164.2
"CIV",2006,"HIV/AIDS","deaths","All Ages","Male",22799.1
"CIV",2006,"HIV/AIDS","deaths","All Ages","Female",17705.3
"CIV",2006,"Diarrheal diseases","deaths","All Ages","Male",5203.3
"CIV",2006,"Diarrheal diseases","deaths","All Ages","Female",4102.4
"CIV",2006,"Lower respiratory infections","deaths","All Ages","Male",11318.8
"CIV",2006,"Lower respiratory infections","deaths","All Ages","Female",8168
"CIV",2006,"Malaria","deaths","All Ages","Male",16558.7
"CIV",2006,"Malaria","deaths","All Ages","Female",14331.5
"CIV",2007,"Tuberculosis","deaths","All Ages","Male",4208.2
"CIV",2007,"Tuberculosis","deaths","All Ages","Female",2149.4
"CIV",2007,"HIV/AIDS","deaths","All Ages","Male",21539.3
"CIV",2007,"HIV/AIDS","deaths","All Ages","Female",16721
"CIV",2007,"Diarrheal diseases","deaths","All Ages","Male",5184.2
"CIV",2007,"Diarrheal diseases","deaths","All Ages","Female",4055
"CIV",2007,"Lower respiratory infections","deaths","All Ages","Male",11219.9
"CIV",2007,"Lower respiratory infections","deaths","All Ages","Female",8109.8
"CIV",2007,"Malaria","deaths","All Ages","Male",15765.3
"CIV",2007,"Malaria","deaths","All Ages","Female",13814.9
"CIV",2008,"Tuberculosis","deaths","All Ages","Male",4260
"CIV",2008,"Tuberculosis","deaths","All Ages","Female",2170.7
"CIV",2008,"HIV/AIDS","deaths","All Ages","Male",20664.6
"CIV",2008,"HIV/AIDS","deaths","All Ages","Female",16048.4
"CIV",2008,"Diarrheal diseases","deaths","All Ages","Male",5196.4
"CIV",2008,"Diarrheal diseases","deaths","All Ages","Female",4062.4
"CIV",2008,"Lower respiratory infections","deaths","All Ages","Male",11305
"CIV",2008,"Lower respiratory infections","deaths","All Ages","Female",8119.3
"CIV",2008,"Malaria","deaths","All Ages","Male",14652.2
"CIV",2008,"Malaria","deaths","All Ages","Female",13217.8
"CIV",2009,"Tuberculosis","deaths","All Ages","Male",4300.4
"CIV",2009,"Tuberculosis","deaths","All Ages","Female",2175.8
"CIV",2009,"HIV/AIDS","deaths","All Ages","Male",19889.4
"CIV",2009,"HIV/AIDS","deaths","All Ages","Female",15489.6
"CIV",2009,"Diarrheal diseases","deaths","All Ages","Male",5271.5
"CIV",2009,"Diarrheal diseases","deaths","All Ages","Female",4097.5
"CIV",2009,"Lower respiratory infections","deaths","All Ages","Male",11258.3
"CIV",2009,"Lower respiratory infections","deaths","All Ages","Female",8089.7
"CIV",2009,"Malaria","deaths","All Ages","Male",13552.6
"CIV",2009,"Malaria","deaths","All Ages","Female",12576.9
"CIV",2010,"Tuberculosis","deaths","All Ages","Male",4348.1
"CIV",2010,"Tuberculosis","deaths","All Ages","Female",2170.1
"CIV",2010,"HIV/AIDS","deaths","All Ages","Male",18725.7
"CIV",2010,"HIV/AIDS","deaths","All Ages","Female",14533.5
"CIV",2010,"Diarrheal diseases","deaths","All Ages","Male",5327.7
"CIV",2010,"Diarrheal diseases","deaths","All Ages","Female",4102.7
"CIV",2010,"Lower respiratory infections","deaths","All Ages","Male",11491.2
"CIV",2010,"Lower respiratory infections","deaths","All Ages","Female",8192.1
"CIV",2010,"Malaria","deaths","All Ages","Male",11836.1
"CIV",2010,"Malaria","deaths","All Ages","Female",11615.4
"CIV",2011,"Tuberculosis","deaths","All Ages","Male",4465
"CIV",2011,"Tuberculosis","deaths","All Ages","Female",2204.9
"CIV",2011,"HIV/AIDS","deaths","All Ages","Male",17714
"CIV",2011,"HIV/AIDS","deaths","All Ages","Female",13893.5
"CIV",2011,"Diarrheal diseases","deaths","All Ages","Male",5480.6
"CIV",2011,"Diarrheal diseases","deaths","All Ages","Female",4194.1
"CIV",2011,"Lower respiratory infections","deaths","All Ages","Male",11802
"CIV",2011,"Lower respiratory infections","deaths","All Ages","Female",8391.6
"CIV",2011,"Malaria","deaths","All Ages","Male",10191.8
"CIV",2011,"Malaria","deaths","All Ages","Female",10475.1
"CIV",2012,"Tuberculosis","deaths","All Ages","Male",4561
"CIV",2012,"Tuberculosis","deaths","All Ages","Female",2268.2
"CIV",2012,"HIV/AIDS","deaths","All Ages","Male",17127
"CIV",2012,"HIV/AIDS","deaths","All Ages","Female",13548.5
"CIV",2012,"Diarrheal diseases","deaths","All Ages","Male",5724
"CIV",2012,"Diarrheal diseases","deaths","All Ages","Female",4333.4
"CIV",2012,"Lower respiratory infections","deaths","All Ages","Male",12473.4
"CIV",2012,"Lower respiratory infections","deaths","All Ages","Female",8867.6
"CIV",2012,"Malaria","deaths","All Ages","Male",9093.1
"CIV",2012,"Malaria","deaths","All Ages","Female",9744.9
"CIV",2013,"Tuberculosis","deaths","All Ages","Male",4646.5
"CIV",2013,"Tuberculosis","deaths","All Ages","Female",2221.4
"CIV",2013,"HIV/AIDS","deaths","All Ages","Male",16685.4
"CIV",2013,"HIV/AIDS","deaths","All Ages","Female",12114.2
"CIV",2013,"Diarrheal diseases","deaths","All Ages","Male",5838.2
"CIV",2013,"Diarrheal diseases","deaths","All Ages","Female",4347.5
"CIV",2013,"Lower respiratory infections","deaths","All Ages","Male",12868.8
"CIV",2013,"Lower respiratory infections","deaths","All Ages","Female",9097.1
"CIV",2013,"Malaria","deaths","All Ages","Male",8046.8
"CIV",2013,"Malaria","deaths","All Ages","Female",8933.8
"CIV",1990,"Tuberculosis","YLLs (Years of Life Lost)","All Ages","Males",111305.8
"CIV",1990,"Tuberculosis","YLLs (Years of Life Lost)","All Ages","Females",66933.4
"CIV",1990,"Tuberculosis","YLLs (Years of Life Lost)","All Ages","Both sexes",178239.2
"CIV",1990,"HIV/AIDS","YLLs (Years of Life Lost)","All Ages","Males",165800.2
"CIV",1990,"HIV/AIDS","YLLs (Years of Life Lost)","All Ages","Females",62598.2
"CIV",1990,"HIV/AIDS","YLLs (Years of Life Lost)","All Ages","Both sexes",228398.4
"CIV",1990,"Diarrheal diseases","YLLs (Years of Life Lost)","All Ages","Males",645175.9
"CIV",1990,"Diarrheal diseases","YLLs (Years of Life Lost)","All Ages","Females",485655.9
"CIV",1990,"Diarrheal diseases","YLLs (Years of Life Lost)","All Ages","Both sexes",1130831.8
"CIV",1990,"Lower respiratory infections","YLLs (Years of Life Lost)","All Ages","Males",786077.1
"CIV",1990,"Lower respiratory infections","YLLs (Years of Life Lost)","All Ages","Females",636459
"CIV",1990,"Lower respiratory infections","YLLs (Years of Life Lost)","All Ages","Both sexes",1422536.1
"CIV",1990,"Malaria","YLLs (Years of Life Lost)","All Ages","Males",652048.8
"CIV",1990,"Malaria","YLLs (Years of Life Lost)","All Ages","Females",638825.5
"CIV",1990,"Malaria","YLLs (Years of Life Lost)","All Ages","Both sexes",1290874.3
"CIV",1995,"Tuberculosis","YLLs (Years of Life Lost)","All Ages","Males",159145.4
"CIV",1995,"Tuberculosis","YLLs (Years of Life Lost)","All Ages","Females",90269.2
"CIV",1995,"Tuberculosis","YLLs (Years of Life Lost)","All Ages","Both sexes",249414.6
"CIV",1995,"HIV/AIDS","YLLs (Years of Life Lost)","All Ages","Males",492086.7
"CIV",1995,"HIV/AIDS","YLLs (Years of Life Lost)","All Ages","Females",277178.3
"CIV",1995,"HIV/AIDS","YLLs (Years of Life Lost)","All Ages","Both sexes",769265
"CIV",1995,"Diarrheal diseases","YLLs (Years of Life Lost)","All Ages","Males",605078.2
"CIV",1995,"Diarrheal diseases","YLLs (Years of Life Lost)","All Ages","Females",457523
"CIV",1995,"Diarrheal diseases","YLLs (Years of Life Lost)","All Ages","Both sexes",1062601.3
"CIV",1995,"Lower respiratory infections","YLLs (Years of Life Lost)","All Ages","Males",888408.8
"CIV",1995,"Lower respiratory infections","YLLs (Years of Life Lost)","All Ages","Females",699354.3
"CIV",1995,"Lower respiratory infections","YLLs (Years of Life Lost)","All Ages","Both sexes",1587763.1
"CIV",1995,"Malaria","YLLs (Years of Life Lost)","All Ages","Males",915674.4
"CIV",1995,"Malaria","YLLs (Years of Life Lost)","All Ages","Females",892499.1
"CIV",1995,"Malaria","YLLs (Years of Life Lost)","All Ages","Both sexes",1808173.5
"CIV",2000,"Tuberculosis","YLLs (Years of Life Lost)","All Ages","Males",169079.9
"CIV",2000,"Tuberculosis","YLLs (Years of Life Lost)","All Ages","Females",100557.6
"CIV",2000,"Tuberculosis","YLLs (Years of Life Lost)","All Ages","Both sexes",269637.5
"CIV",2000,"HIV/AIDS","YLLs (Years of Life Lost)","All Ages","Males",984279.3
"CIV",2000,"HIV/AIDS","YLLs (Years of Life Lost)","All Ages","Females",721275.3
"CIV",2000,"HIV/AIDS","YLLs (Years of Life Lost)","All Ages","Both sexes",1705554.6
"CIV",2000,"Diarrheal diseases","YLLs (Years of Life Lost)","All Ages","Males",443047.3
"CIV",2000,"Diarrheal diseases","YLLs (Years of Life Lost)","All Ages","Females",360565.8
"CIV",2000,"Diarrheal diseases","YLLs (Years of Life Lost)","All Ages","Both sexes",803613.1
"CIV",2000,"Lower respiratory infections","YLLs (Years of Life Lost)","All Ages","Males",853068.5
"CIV",2000,"Lower respiratory infections","YLLs (Years of Life Lost)","All Ages","Females",661563.1
"CIV",2000,"Lower respiratory infections","YLLs (Years of Life Lost)","All Ages","Both sexes",1514631.8
"CIV",2000,"Malaria","YLLs (Years of Life Lost)","All Ages","Males",1063096.6
"CIV",2000,"Malaria","YLLs (Years of Life Lost)","All Ages","Females",1021230.4
"CIV",2000,"Malaria","YLLs (Years of Life Lost)","All Ages","Both sexes",2084327
"CIV",2005,"Tuberculosis","YLLs (Years of Life Lost)","All Ages","Males",159760.9
"CIV",2005,"Tuberculosis","YLLs (Years of Life Lost)","All Ages","Females",99878.3
"CIV",2005,"Tuberculosis","YLLs (Years of Life Lost)","All Ages","Both sexes",259639.3
"CIV",2005,"HIV/AIDS","YLLs (Years of Life Lost)","All Ages","Males",1159060.6
"CIV",2005,"HIV/AIDS","YLLs (Years of Life Lost)","All Ages","Females",978412.6
"CIV",2005,"HIV/AIDS","YLLs (Years of Life Lost)","All Ages","Both sexes",2137473.3
"CIV",2005,"Diarrheal diseases","YLLs (Years of Life Lost)","All Ages","Males",335558.7
"CIV",2005,"Diarrheal diseases","YLLs (Years of Life Lost)","All Ages","Females",275263.9
"CIV",2005,"Diarrheal diseases","YLLs (Years of Life Lost)","All Ages","Both sexes",610822.6
"CIV",2005,"Lower respiratory infections","YLLs (Years of Life Lost)","All Ages","Males",717505.7
"CIV",2005,"Lower respiratory infections","YLLs (Years of Life Lost)","All Ages","Females",559469.7
"CIV",2005,"Lower respiratory infections","YLLs (Years of Life Lost)","All Ages","Both sexes",1276975.4
"CIV",2005,"Malaria","YLLs (Years of Life Lost)","All Ages","Males",1176107.8
"CIV",2005,"Malaria","YLLs (Years of Life Lost)","All Ages","Females",1084641.3
"CIV",2005,"Malaria","YLLs (Years of Life Lost)","All Ages","Both sexes",2260749
"CIV",2010,"Tuberculosis","YLLs (Years of Life Lost)","All Ages","Males",157526.2
"CIV",2010,"Tuberculosis","YLLs (Years of Life Lost)","All Ages","Females",94638.7
"CIV",2010,"Tuberculosis","YLLs (Years of Life Lost)","All Ages","Both sexes",252164.9
"CIV",2010,"HIV/AIDS","YLLs (Years of Life Lost)","All Ages","Males",828167.5
"CIV",2010,"HIV/AIDS","YLLs (Years of Life Lost)","All Ages","Females",728723.4
"CIV",2010,"HIV/AIDS","YLLs (Years of Life Lost)","All Ages","Both sexes",1556890.9
"CIV",2010,"Diarrheal diseases","YLLs (Years of Life Lost)","All Ages","Males",350199.2
"CIV",2010,"Diarrheal diseases","YLLs (Years of Life Lost)","All Ages","Females",276145
"CIV",2010,"Diarrheal diseases","YLLs (Years of Life Lost)","All Ages","Both sexes",626344.3
"CIV",2010,"Lower respiratory infections","YLLs (Years of Life Lost)","All Ages","Males",693344.1
"CIV",2010,"Lower respiratory infections","YLLs (Years of Life Lost)","All Ages","Females",536412
"CIV",2010,"Lower respiratory infections","YLLs (Years of Life Lost)","All Ages","Both sexes",1229756.1
"CIV",2010,"Malaria","YLLs (Years of Life Lost)","All Ages","Males",864701.8
"CIV",2010,"Malaria","YLLs (Years of Life Lost)","All Ages","Females",879762.6
"CIV",2010,"Malaria","YLLs (Years of Life Lost)","All Ages","Both sexes",1744464.4
"CIV",2013,"Tuberculosis","YLLs (Years of Life Lost)","All Ages","Males",167071.4
"CIV",2013,"Tuberculosis","YLLs (Years of Life Lost)","All Ages","Females",93709
"CIV",2013,"Tuberculosis","YLLs (Years of Life Lost)","All Ages","Both sexes",260780.4
"CIV",2013,"HIV/AIDS","YLLs (Years of Life Lost)","All Ages","Males",682357.2
"CIV",2013,"HIV/AIDS","YLLs (Years of Life Lost)","All Ages","Females",568242.4
"CIV",2013,"HIV/AIDS","YLLs (Years of Life Lost)","All Ages","Both sexes",1250599.8
"CIV",2013,"Diarrheal diseases","YLLs (Years of Life Lost)","All Ages","Males",387666.2
"CIV",2013,"Diarrheal diseases","YLLs (Years of Life Lost)","All Ages","Females",294870.4
"CIV",2013,"Diarrheal diseases","YLLs (Years of Life Lost)","All Ages","Both sexes",682536.6
"CIV",2013,"Lower respiratory infections","YLLs (Years of Life Lost)","All Ages","Males",783254.1
"CIV",2013,"Lower respiratory infections","YLLs (Years of Life Lost)","All Ages","Females",598898.3
"CIV",2013,"Lower respiratory infections","YLLs (Years of Life Lost)","All Ages","Both sexes",1382152.4
"CIV",2013,"Malaria","YLLs (Years of Life Lost)","All Ages","Males",583894
"CIV",2013,"Malaria","YLLs (Years of Life Lost)","All Ages","Females",669884.4
"CIV",2013,"Malaria","YLLs (Years of Life Lost)","All Ages","Both sexes",1253778.4
"CMR",1990,"Tuberculosis","deaths","All Ages","Male",1834
"CMR",1990,"Tuberculosis","deaths","All Ages","Female",1308.3
"CMR",1990,"HIV/AIDS","deaths","All Ages","Male",394.7
"CMR",1990,"HIV/AIDS","deaths","All Ages","Female",202.4
"CMR",1990,"Diarrheal diseases","deaths","All Ages","Male",8481.6
"CMR",1990,"Diarrheal diseases","deaths","All Ages","Female",7093.7
"CMR",1990,"Lower respiratory infections","deaths","All Ages","Male",8885.9
"CMR",1990,"Lower respiratory infections","deaths","All Ages","Female",7949.8
"CMR",1990,"Malaria","deaths","All Ages","Male",8413.3
"CMR",1990,"Malaria","deaths","All Ages","Female",8968.2
"CMR",1991,"Tuberculosis","deaths","All Ages","Male",1925
"CMR",1991,"Tuberculosis","deaths","All Ages","Female",1380.7
"CMR",1991,"HIV/AIDS","deaths","All Ages","Male",620.8
"CMR",1991,"HIV/AIDS","deaths","All Ages","Female",353.7
"CMR",1991,"Diarrheal diseases","deaths","All Ages","Male",8720.8
"CMR",1991,"Diarrheal diseases","deaths","All Ages","Female",7264.8
"CMR",1991,"Lower respiratory infections","deaths","All Ages","Male",9138.8
"CMR",1991,"Lower respiratory infections","deaths","All Ages","Female",8130.6
"CMR",1991,"Malaria","deaths","All Ages","Male",9201
"CMR",1991,"Malaria","deaths","All Ages","Female",9654.9
"CMR",1992,"Tuberculosis","deaths","All Ages","Male",1992.5
"CMR",1992,"Tuberculosis","deaths","All Ages","Female",1446
"CMR",1992,"HIV/AIDS","deaths","All Ages","Male",963.9
"CMR",1992,"HIV/AIDS","deaths","All Ages","Female",605.2
"CMR",1992,"Diarrheal diseases","deaths","All Ages","Male",8935.9
"CMR",1992,"Diarrheal diseases","deaths","All Ages","Female",7391
"CMR",1992,"Lower respiratory infections","deaths","All Ages","Male",9489.8
"CMR",1992,"Lower respiratory infections","deaths","All Ages","Female",8412.5
"CMR",1992,"Malaria","deaths","All Ages","Male",9983.4
"CMR",1992,"Malaria","deaths","All Ages","Female",10375.9
"CMR",1993,"Tuberculosis","deaths","All Ages","Male",2083.7
"CMR",1993,"Tuberculosis","deaths","All Ages","Female",1538
"CMR",1993,"HIV/AIDS","deaths","All Ages","Male",1458.9
"CMR",1993,"HIV/AIDS","deaths","All Ages","Female",995.1
"CMR",1993,"Diarrheal diseases","deaths","All Ages","Male",9228.8
"CMR",1993,"Diarrheal diseases","deaths","All Ages","Female",7608.8
"CMR",1993,"Lower respiratory infections","deaths","All Ages","Male",9927
"CMR",1993,"Lower respiratory infections","deaths","All Ages","Female",8766.3
"CMR",1993,"Malaria","deaths","All Ages","Male",10721.8
"CMR",1993,"Malaria","deaths","All Ages","Female",11038.3
"CMR",1994,"Tuberculosis","deaths","All Ages","Male",2187.6
"CMR",1994,"Tuberculosis","deaths","All Ages","Female",1651.2
"CMR",1994,"HIV/AIDS","deaths","All Ages","Male",2137.3
"CMR",1994,"HIV/AIDS","deaths","All Ages","Female",1556.5
"CMR",1994,"Diarrheal diseases","deaths","All Ages","Male",9353.6
"CMR",1994,"Diarrheal diseases","deaths","All Ages","Female",7728.1
"CMR",1994,"Lower respiratory infections","deaths","All Ages","Male",10268.2
"CMR",1994,"Lower respiratory infections","deaths","All Ages","Female",9058.8
"CMR",1994,"Malaria","deaths","All Ages","Male",11577.1
"CMR",1994,"Malaria","deaths","All Ages","Female",11809.1
"CMR",1995,"Tuberculosis","deaths","All Ages","Male",2300.1
"CMR",1995,"Tuberculosis","deaths","All Ages","Female",1772.7
"CMR",1995,"HIV/AIDS","deaths","All Ages","Male",3019.3
"CMR",1995,"HIV/AIDS","deaths","All Ages","Female",2322.9
"CMR",1995,"Diarrheal diseases","deaths","All Ages","Male",9434.7
"CMR",1995,"Diarrheal diseases","deaths","All Ages","Female",7814.2
"CMR",1995,"Lower respiratory infections","deaths","All Ages","Male",10552
"CMR",1995,"Lower respiratory infections","deaths","All Ages","Female",9260.8
"CMR",1995,"Malaria","deaths","All Ages","Male",12364.8
"CMR",1995,"Malaria","deaths","All Ages","Female",12515
"CMR",1996,"Tuberculosis","deaths","All Ages","Male",2392
"CMR",1996,"Tuberculosis","deaths","All Ages","Female",1880.2
"CMR",1996,"HIV/AIDS","deaths","All Ages","Male",4083.9
"CMR",1996,"HIV/AIDS","deaths","All Ages","Female",3295
"CMR",1996,"Diarrheal diseases","deaths","All Ages","Male",9477.9
"CMR",1996,"Diarrheal diseases","deaths","All Ages","Female",7854
"CMR",1996,"Lower respiratory infections","deaths","All Ages","Male",10745.8
"CMR",1996,"Lower respiratory infections","deaths","All Ages","Female",9416.5
"CMR",1996,"Malaria","deaths","All Ages","Male",13124.8
"CMR",1996,"Malaria","deaths","All Ages","Female",13211.8
"CMR",1997,"Tuberculosis","deaths","All Ages","Male",2458.3
"CMR",1997,"Tuberculosis","deaths","All Ages","Female",1947.8
"CMR",1997,"HIV/AIDS","deaths","All Ages","Male",5322.8
"CMR",1997,"HIV/AIDS","deaths","All Ages","Female",4533.8
"CMR",1997,"Diarrheal diseases","deaths","All Ages","Male",9553.6
"CMR",1997,"Diarrheal diseases","deaths","All Ages","Female",7931.4
"CMR",1997,"Lower respiratory infections","deaths","All Ages","Male",10921
"CMR",1997,"Lower respiratory infections","deaths","All Ages","Female",9590.5
"CMR",1997,"Malaria","deaths","All Ages","Male",13851.6
"CMR",1997,"Malaria","deaths","All Ages","Female",13924.6
"CMR",1998,"Tuberculosis","deaths","All Ages","Male",2522.5
"CMR",1998,"Tuberculosis","deaths","All Ages","Female",1998.7
"CMR",1998,"HIV/AIDS","deaths","All Ages","Male",6707.5
"CMR",1998,"HIV/AIDS","deaths","All Ages","Female",5971
"CMR",1998,"Diarrheal diseases","deaths","All Ages","Male",9545.7
"CMR",1998,"Diarrheal diseases","deaths","All Ages","Female",7956.8
"CMR",1998,"Lower respiratory infections","deaths","All Ages","Male",11009.1
"CMR",1998,"Lower respiratory infections","deaths","All Ages","Female",9701.5
"CMR",1998,"Malaria","deaths","All Ages","Male",14535.9
"CMR",1998,"Malaria","deaths","All Ages","Female",14616
"CMR",1999,"Tuberculosis","deaths","All Ages","Male",2576.6
"CMR",1999,"Tuberculosis","deaths","All Ages","Female",2020
"CMR",1999,"HIV/AIDS","deaths","All Ages","Male",8225.2
"CMR",1999,"HIV/AIDS","deaths","All Ages","Female",7547.1
"CMR",1999,"Diarrheal diseases","deaths","All Ages","Male",9220.6
"CMR",1999,"Diarrheal diseases","deaths","All Ages","Female",7745.3
"CMR",1999,"Lower respiratory infections","deaths","All Ages","Male",11022.3
"CMR",1999,"Lower respiratory infections","deaths","All Ages","Female",9712.9
"CMR",1999,"Malaria","deaths","All Ages","Male",15290.4
"CMR",1999,"Malaria","deaths","All Ages","Female",15431.7
"CMR",2000,"Tuberculosis","deaths","All Ages","Male",2645
"CMR",2000,"Tuberculosis","deaths","All Ages","Female",2026.9
"CMR",2000,"HIV/AIDS","deaths","All Ages","Male",9749.3
"CMR",2000,"HIV/AIDS","deaths","All Ages","Female",9210.8
"CMR",2000,"Diarrheal diseases","deaths","All Ages","Male",8872.5
"CMR",2000,"Diarrheal diseases","deaths","All Ages","Female",7506
"CMR",2000,"Lower respiratory infections","deaths","All Ages","Male",11073.3
"CMR",2000,"Lower respiratory infections","deaths","All Ages","Female",9737.7
"CMR",2000,"Malaria","deaths","All Ages","Male",16019.4
"CMR",2000,"Malaria","deaths","All Ages","Female",16185.6
"CMR",2001,"Tuberculosis","deaths","All Ages","Male",2695.4
"CMR",2001,"Tuberculosis","deaths","All Ages","Female",2017.8
"CMR",2001,"HIV/AIDS","deaths","All Ages","Male",11291
"CMR",2001,"HIV/AIDS","deaths","All Ages","Female",10781.9
"CMR",2001,"Diarrheal diseases","deaths","All Ages","Male",8734.4
"CMR",2001,"Diarrheal diseases","deaths","All Ages","Female",7420.4
"CMR",2001,"Lower respiratory infections","deaths","All Ages","Male",10997.3
"CMR",2001,"Lower respiratory infections","deaths","All Ages","Female",9735.9
"CMR",2001,"Malaria","deaths","All Ages","Male",16835
"CMR",2001,"Malaria","deaths","All Ages","Female",16963.4
"CMR",2002,"Tuberculosis","deaths","All Ages","Male",2689
"CMR",2002,"Tuberculosis","deaths","All Ages","Female",1970.1
"CMR",2002,"HIV/AIDS","deaths","All Ages","Male",12659.6
"CMR",2002,"HIV/AIDS","deaths","All Ages","Female",12298.6
"CMR",2002,"Diarrheal diseases","deaths","All Ages","Male",8611.3
"CMR",2002,"Diarrheal diseases","deaths","All Ages","Female",7345.1
